SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
318,St. Peters,St. Peters,Highway 4,<Null>,St. Peter's,Nova Scotia,"French trading post and fort, 1650-1758","Poste de traite et fort fran&ccedil;ais, 1650-1758",45.652382,-60.870755
319,St. Peters Canal,Canal de St. Peters,Highway 4,Canal Reserve,St. Peter's,Nova Scotia,Operational canal; structures dating from 19th-century,Canal ouvert &agrave; la navigation; constructions datant du XIXe si&egrave;cle,45.652382,-60.870755
83,St. Roch,St. Roch,1905 Ogden Avenue,"Maritime Museum, foot of Cypress Street",Vancouver,British Columbia,"First vessel to navigate Northwest passage west to east, 1928",Premier bateau &agrave; avoir effectu&eacute; la travers&eacute;e du Passage du Nord-Ouest d'ouest en est (1928),49.27735,-123.147317
213,St. Stephen Post Office,Bureau de poste de St. Stephen,34 Milltown Boulevard,<Null>,St. Stephen,New Brunswick,"Early symbol of federal government presence, 1885","&Eacute;difice ancien, symbole de la pr&eacute;sence f&eacute;d&eacute;rale",45.192772,-67.277033
611,St. Stephen's Anglican Church,&Eacute;glise anglicane St. Stephen,1988 Bourgogne Street,<Null>,Chambly,Quebec,Fine classically inspired 1820s garrison church,Belle &eacute;glise de garnison d'inspiration classique construite en 1820,45.447846,-73.273795
527,St. Thomas City Hall,H&ocirc;tel de ville de St. Thomas,545 Talbot Street,<Null>,St. Thomas,Ontario,Late Victorian civic building,"&Eacute;difice public, style n&eacute;o-gothique de la fin de l'&egrave;re victorienne",42.778983,-81.1928
254,St. Thomas Rectory / Commissariat House and Garden,Presbyt&egrave;re St. Thomas / maison de l'intendance et jardin,5 Kings Bridge Road,South wall of building opposite interpretation centre,St. John's,Newfoundland and Labrador,"Military stores and residence, 1818",R&eacute;sidence et d&eacute;p&ocirc;t militaires mis en chantier en 1818,47.57249,-52.702381
84,Stanley Park,Parc Stanley,Georgia Street,<Null>,Vancouver,British Columbia,"Outstanding large urban park, 1890s",Immense et remarquable parc urbain (vers 1890),49.30379,-123.14519
2066,Stave Falls Hydro-Electric Installation,Installation hydro&eacute;lectrique de Stave Falls,<Null>,<Null>,Stave Falls,British Columbia,Excellent representation of the core period of hydro-electric technological development among the approximately 160 extant stations built between 1900-1920 across Canada,Repr&eacute;sente d'une mani&egrave;re excellente la p&eacute;riode principale de d&eacute;veloppement de la technologie hydro&eacute;lectrique parmi les quelque 160 centrales encore existantes construites un peu partout au Canada,49.228467,-122.35575
757,Steele Narrows,Steele Narrows,Highway 699,Steele Narrows Provincial Park - on a hill on the west side of the narrows,Loon Lake,Saskatchewan,Last engagement of the Northwest Rebellion 1885,Derni&egrave;re bataille livr&eacute;e pendant la R&eacute;bellion du Nord-Ouest (1885),54.03912,-109.316265
2003,Stephen Avenue,Stephen Avenue,8th Avenue,mounted on a masonry cairn,Calgary,Alberta,Buildings along section of street illustrating prairie urban development,Les &eacute;difices bordant cette section de rue &eacute;voquent le d&eacute;veloppement urbain dans les Prairies,51.045686,-114.064275
451,Stephen Leacock Museum / Old Brewery Bay,Mus&eacute;e Stephen Leacock / Old Brewery Bay,50 Museum Drive,on pathway in front of house,Orillia,Ontario,"Home of famous Canadian humourist, 1928",Maison du c&eacute;lebre humoriste canadien; construite en 1928,44.608403,-79.393923
1777,Stirling Agricultural Village,Village agricole de Stirling,229 4 Ave.,In front of Village Office,Stirling,Alberta,Distinctive Mormon pioneer dryland irrigation farming settlement pattern,Type de colonisation particulier des Mormons des Prairie; culture en terre s&egrave;che irrigu&eacute;e,49.502562,-112.522616
529,Stratford City Hall,H&ocirc;tel de ville de Stratford,1 Market Square,<Null>,Stratford,Ontario,"Picturesque civic building, 1898-1900","&Eacute;difice public municipal de la fin du XIXe si&egrave;cle, architecture Pittoresque (1898-1900)",43.370012,-80.982212
1811,Strathgartney Homestead,Strathgartney Homestead,Trans Canada Highway 1,<Null>,Bonshaw,Prince Edward Island,Reminder of land tenure system that dominated political and social life on the island for over a century,Rappel du r&eacute;gime foncier qui a domin&eacute; la vie politique et sociale de l'&icirc;le pendant plus d'un si&egrave;cle,46.210442,-63.337265
2100,Studio Building,Studio Building,25 Severn Street,<Null>,Toronto,Ontario,"Earliest purpose-built artist studio in Canada representing the visions of a young generation of Canadian artists, 1914","Plus ancien des studios express&eacute;ment construits comme tels au Canada, il repr&eacute;sente la vision d'une jeune g&eacute;n&eacute;ration d'artistes canadiens (1914)",43.673383,-79.386267
2120,Suffield Tipi Rings,Cercles de tipi de Suffield,<Null>,<Null>,Suffield,Alberta,Important example of Niitsitapi cultural heritage; dense concentration of sites with fine specimens of tipi rings,Sp&eacute;cimen important du patrimoine culturel des Niitsitapi des plaines de l'Ouest canadien; forte concentration de sites recelant de beaux sp&eacute;cimens de cercles de tipi,50.362336,-110.627992
5,Sulphur Mountain Cosmic Ray Station,Station d'&Eacute;tude des Rayons Cosmiques du Mont-Sulphur,<Null>,Top of Sulphur Mountain,Banff National Park of Canada,Alberta,Remains of high altitude geophysical laboratory,Vestiges d'un laboratoire de g&eacute;ophysique b&acirc;ti en altitude,51.146104,-115.577818
670,Sulpician Towers / Fort de la Montagne,Tours des Sulpiciens / fort de la Montagne,2065 Sherbrooke Street West,<Null>,Montr&eacute;al,Quebec,Late 17th-century towers once bastions of fort,"Tours datant de la fin du XVIIe si&egrave;cle, autrefois bastions d'un fort",45.493778,-73.584707
800,Sydney WWII Coastal Defences,D&eacute;fenses c&ocirc;ti&egrave;res de la Seconde Guerre Mondiale de Sydney,New Victoria Road,<Null>,Sydney,Nova Scotia,Safe port for World War II convoy assembly; Atlantic Bulwark,"Port de rassemblement de convois &agrave; l'abri du danger, Seconde Guerre mondiale; le rempart de l'Atlantique",46.249732,-60.153711
599,Symmes Hotel,H&ocirc;tel Symmes,1 Front Street,<Null>,Aylmer,Quebec,"Inn built in 1831 for Charles Symmes, founder of Aylmer","Auberge construite en 1831 pour Charles Symmes, fondateur de la ville d'Aylmer",45.394522,-75.854916
,T'&auml;w T&agrave;'&auml;r,T'&auml;w T&agrave;'&auml;r,,,Teslin River,Yukon Territory,,,61.241944,-134.615556
16,Temple of the Church of Jesus Christ of Latter Day Saints,Temple de l'&eacute;glise de J&eacute;sus-Christ des Saints des Derniers Jours,348 3 St. W.,<Null>,Cardston,Alberta,"Monumental modern temple in historic Mormon centre, 1913-1923",Temple moderne monumental situ&eacute; dans une r&eacute;gion historiquement peupl&eacute;e de mormons (1913-1923 ),49.198228,-113.309153
23,Territorial Court House,Palais de justice territorial,234 23rd Street,On the grounds of the town office,Fort Macleod,Alberta,"Oldest court house in Alberta, completed in 1904",Le plus ancien palais de justice en Alberta; achev&eacute; en 1904,49.724348,-113.406294
708,T&ecirc;tu House,Maison T&ecirc;tu,25 Sainte-Genevi&egrave;ve Avenue,On wall of house,Qu&eacute;bec,Quebec,"Elegant Neoclassical town house by Charles Baillarg&eacute;, 1852",&Eacute;l&eacute;gante maison urbaine de style n&eacute;o-classique con&ccedil;ue par Charles Baillairg&eacute;; construite en 1852,46.810035,-71.206657
151,The Forks,La Fourche,45 Forks Market Road,Forks of the Red and Assiniboine plaque mounted on solid stone cairn,Winnipeg,Manitoba,"Historic meeting place, junction of the Red and Assiniboine rivers",Lieu de rencontre historique au confluent des rivi&egrave;res Rouge et Assiniboine,49.888183,-97.127171
635,The Fur Trade at Lachine,Commerce de la Fourrure &agrave; Lachine,1225 Saint Joseph Boulevard and 12i&egrave;me,"Commerce-de-la-Fourrure-&agrave;-Lachine, p&egrave;re Marquette Drive",Lachine,Quebec,"Stone warehouse used as depot, 1803; North West Company and Hudson's Bay Company",Entrep&ocirc;t en pierre utilis&eacute; comme d&eacute;p&ocirc;t; construit en 1803; les Compagnies de la Baie d'Hudson et du Nord-Ouest,45.431429,-73.675812
549,The Grange,The Grange,317 Dundas Street West,Grange Park,Toronto,Ontario,Early 19th-century residence in British classical tradition,R&eacute;sidence du d&eacute;but du XIXe si&egrave;cle dans la tradition classique britannique,43.653121,-79.392396
1790,The Main,La &laquo;Main&raquo;,Saint-Laurent Street (Jean Talon - Notre Dame),on a slab,Montr&eacute;al,Quebec,Historic district speaks to the development of cultural communities; Immigrants' Corridor,Secteur historique rappelant le d&eacute;veloppement des communaut&eacute;s culturelles; couloir d'immigrants,45.505323,-73.553061
2229,Thinkers' Lodge,Thinkers' Lodge,247 Water Street,<Null>,Pugwash,Nova Scotia,"First Pugwash Conference on Science and World Affairs, bringing together top-level scientists from both sides of the Iron Curtain to discuss the threat of nuclear weapons",Cette propri&eacute;t&eacute; a accueilli la toute premi&egrave;re conf&eacute;rence Pugwash sur la science et les probl&egrave;mes internationaux (Pugwash Conference on Science and World Affairs),45.853606,-63.665868
368,Thistle Ha' Farm,Ferme Thistle Ha',Concession 7 at Brock Road,"north embankment, 400 m west of farmhouse",Claremont,Ontario,Key role in improving stock breeding in 19th-century,A jou&eacute; un r&ocirc;le cl&eacute; dans l'am&eacute;lioration des m&eacute;thodes d'&eacute;levage du b&eacute;tail au XIXe si&egrave;cle,43.943072,-79.107939
534,Thunder Bay Tourist Pagoda,Pavillon d'information touristique de Thunder Bay,170 Red River Road,<Null>,Thunder Bay,Ontario,"Whimsical information kiosk, 1909",Kiosque d'information d'aspect original construit en 1909,48.434522,-89.218096
180,Tilley House,Maison Tilley,69 Front Street,<Null>,Gagetown,New Brunswick,"Boyhood home of Sir Samuel Leonard Tilley, Father of Confederation, built 1790s","Maison d'enfance de sir Samuel Leonard Tilley, p&egrave;re de la Conf&eacute;d&eacute;ration, b&acirc;tie dans les ann&eacute;es 1790",45.784745,-66.144308
2031,Tilting,Tilting,<Null>,<Null>,Tilting,Newfoundland and Labrador,Possesses a landscape illustrating adaptations of Irish settlement patterns; cultural landscape,Ce paysage illustre les adaptions de certains &eacute;l&eacute;ments emprunt&eacute;s aux modes de peuplement irlandais; paysage culturel,49.7039,-54.068123
161,Tonge's Island,&Icirc;le de La Valli&egrave;re,Highway 2,in Fort Beaus&eacute;jour National Historic Site,Aulac,New Brunswick,"Capital of Acadia, 1678-84",Capitale de l'Acadie (1678-1684),45.846973,-64.278849
564,Toronto Island Airport Terminal Building,A&eacute;rogare de l'&icirc;le de Toronto,<Null>,<Null>,Toronto,Ontario,"Rare early terminal for civilian air travel, 1938-39",Une des premi&egrave;res a&eacute;rogares pour voyageurs de l'aviation civile (1938-1939),43.63196,-79.39582
434,Toronto Power Generating Station,Centrale &eacute;lectrique de la Toronto Power,Niagara Parkway,Niagara River Parkway,Niagara Falls,Ontario,Important early power project in elegant Beaux-Arts building to supply the Toronto market; opened 1906,Importante centrale &eacute;lectrique ancienne; &eacute;l&eacute;gant b&acirc;timent de style Beaux-Arts,43.072032,-79.073745
671,Trafalgar Lodge,Trafalgar Lodge,3021 Trafalgar Avenue,<Null>,Montr&eacute;al,Quebec,"Gothic Revival villa, 1848",Villa de style n&eacute;o-gothique construite en 1848,45.495089,-73.598222
9,Treaty N&ordm; 7 Signing Site,Trait&eacute; N&ordm; 7,<Null>,"On river flats of the Bow River, Blackfoot Reserve","Blackfoot Crossing, Cluny",Alberta,Treaty signed in 1877 with Blackfoot nation,Trait&eacute; sign&eacute; en 1877 avec la nation des Pieds-Noirs,50.790744,-112.887012
568,Trent&ndash;Severn Waterway,Voie Navigable Trent&ndash;Severn,Main Street,"east of swing bridge Lock 32, Bobcaygeon",Trenton / Port Severn,Ontario,"Operational canal; 386 km route, forty-five locks",Canal long de 386 km ouvert &agrave; la navigation; comporte 45 &eacute;cluses,44.53815,-78.54465
620,Trestler House,Maison Trestler,85 de la Commune Road,<Null>,Vaudreuil-Dorion,Quebec,"Traditional Quebec architecture, dating from 1798",Architecture qu&eacute;b&eacute;coise traditionnelle; construite en 1798,45.38812,-74.006976
267,Trinity Anglican Church,&Eacute;glise anglicane Trinity,97 Queen Street,<Null>,Digby,Nova Scotia,"Regional expression of Gothic Revival in wood, 1878",Adaptation r&eacute;gionale du style n&eacute;o-gothique &agrave; une &eacute;glise en bois; construite en 1878,44.620303,-65.757186
182,Trinity Church and Rectory,&Eacute;glise et presbyt&egrave;re Trinity,<Null>,<Null>,Kingston,New Brunswick,"Oldest surviving Anglican church and rectory in New Brunswick, 1787-89",&Eacute;glise et presbyt&egrave;re anglicans les plus anciens encore debout du Nouveau-Brunswick (1787-1789),45.502463,-65.975703
80,Triple Island Lighthouse,Phare de l'&icirc;le-Triple,<Null>,<Null>,Triple Island,British Columbia,"Striking concrete station in isolated setting, 1920",Impressionnant phare en b&eacute;ton qui s'&eacute;leve dans un endroit isol&eacute; (1920),54.29475,-130.88052
1997,Tr'och&euml;k,Tr'och&euml;k,<Null>,<Null>,Dawson,Yukon Territory,Aboriginal cultural landscape,Paysage culturel autochtone,64.051194,-139.441389
734,Trois-Rivi&egrave;res Historical Complex,Complexe historique de Trois-Rivi&egrave;res,834 Ursulines Street,<Null>,Trois-Rivi&egrave;res,Quebec,"Residential and religious district, circa 1700-70","Secteur r&eacute;sidentiel et religieux, entre 1700 et 1770",46.343786,-72.537051
322,Truro Post Office,Bureau de Poste de Truro,695 Prince Street,on south side wall,Truro,Nova Scotia,Early symbol of federal government,"&Eacute;difice ancien, symbole de la pr&eacute;sence f&eacute;d&eacute;rale",45.365175,-63.280661
595,Tryon United Church,&Eacute;glise unie de Tryon,Highway 10,brick cairn near church,Tryon,Prince Edward Island,"Exceptional example of High Victorian Gothic Revival, 1881","Bel exemple de style n&eacute;o-gothique de l'apog&eacute;e victorien, 1881",46.238414,-63.543353
869,Turner Valley Gas Plant,Raffinerie de Turner Valley,<Null>,Town Office,Turner Valley,Alberta,"Early gas plant, central to the history of petroleum extraction technology",Exemple des premi&egrave;res raffineries de gaz; tr&egrave;s importante dans l'histoire de l'extraction p&eacute;trolif&egrave;re,50.674933,-114.27841
1897,Turner Valley Oilfield,Champ p&eacute;trolif&egrave;re de Turner Valley,<Null>,Town Office,Turner Valley,Alberta,"First major oil field in Alberta, 1914-47",Premier champ p&eacute;trolif&egrave;re important de l'Alberta (1914-1947),50.674933,-114.27841
113,Twin Falls Tea House,Salon de th&eacute; des Chutes-Twin,Upper Valley Road,<Null>,Yoho National Park of Canada,British Columbia,"Early rustic tea house in Yoho National Park, 1923-24",Maison de th&eacute; ancienne de style rustique &eacute;rig&eacute;e dans un parc national (1923-1924),51.544755,-116.532854
1808,Ukrainian Catholic Church of the Immaculate Conception,&Eacute;glise catholique ukrainienne Church of the Immaculate Conception,Highway 212 &amp; Zora Road,<Null>,Cook's Creek,Manitoba,"One of the most ambitious and accomplished buildings by Reverend Philip Ruh, 1930-52",L'un des &eacute;difices les plus prestigieux et les mieux r&eacute;ussis du r&eacute;v&eacute;rend Philip Ruh (1930-52),50.003988,-96.773195
1816,Ukrainian Catholic Church of the Resurrection,&Eacute;glise catholique ukrainienne de la R&eacute;surrection,1106 First Street SW,<Null>,Dauphin,Manitoba,"Mature and culminating expression of Ukrainian identity of the Dauphin Block Settlement, 1936-39",&#338;uvre de maturit&eacute; et sommet de l'expression de l'identit&eacute; ukrainienne dans l'&eacute;tablissement de Dauphin Block Settlement (1936-1939),51.141967,-100.062017
